Name,Glasanteil_Süd_[%],Klimaszenario,Glasanteil_WestOst_[%],Glasanteil_Nord_[%],Produktwahl_Verglasung,Produktwahl_Verschattung,Dämmstärke_[m],Glasanteil_Nord_[%],VolSpez_Wärmekap_[kJ/m3K],Klimaszenario,,Anteil_Unzufrieden_[%],Tageslichtfaktor_[%],Kühlenergie_[kWh/Jahr],Heizenergie_[kWh/Jahr],Investitionskosten_[EUR],Energie_Kunstlicht_[kWh/Jahr],Primärenergie_Total_[kWh/Jahr],Betriebskosten_[EUR/Jahr],Investitionskosten_[EUR],Heizenergie_[kWh/Jahr]
r2n10076,63.26,2060 Durchschnittsjahr mit Klimaschutz,76.45,78.42,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1805,78.42,79.23,2060 Durchschnittsjahr mit Klimaschutz,r2n10076,7.373,2.218,45402,83636.5,585264.5,11561.8,230598.8,34302.4,585264.5,83636.5
r2n10077,76.14,2000 Durchschnittsjahr,83.93,38.17,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1279,38.17,919,2000 Durchschnittsjahr,r2n10077,7.508,2.116,34385.8,93119.3,616911.3,11294,235046.3,34310.1,616911.3,93119.3
r2n10078,56.48,2060 Durchschnittsjahr mit Klimaschutz,67,5.566,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1752,5.566,2135.5,2060 Durchschnittsjahr mit Klimaschutz,r2n10078,7.345,1.412,37842.7,69324.3,580866,13783.4,212574.4,32267.2,580866,69324.3
r2n10079,87.66,2060 warmer Sommer mit Klimaschutz,27.5,28.98,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1699,28.98,1223.1,2060 warmer Sommer mit Klimaschutz,r2n10079,7.268,1.126,43850.4,64237.4,549794.5,14948.1,212118.7,32608.4,549794.5,64237.4
r2n10080,14.76,2000 Durchschnittsjahr,20.44,2.539,SunGuard 3-fach Argon U=0.6 g=23%,SCREEN-SHADE,0.1396,2.539,142.9,2000 Durchschnittsjahr,r2n10080,7.434,0.3124,22610.8,67974.6,443245.8,26817,225190.5,34636.3,443245.8,67974.6
r2n10081,79.97,2000 Durchschnittsjahr,28.25,87.82,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1625,87.82,416.4,2000 Durchschnittsjahr,r2n10081,7.463,1.581,26994.7,83180.7,542380.1,13558.9,222543.8,32899.5,542380.1,83180.7
r2n10082,21.35,2060 warmer Sommer mit Klimaschutz,65.8,13.71,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1392,13.71,1812.6,2060 warmer Sommer mit Klimaschutz,r2n10082,7.361,1.23,45281,71814.3,562118.9,14652.9,221703.8,33693.4,562118.9,71814.3
r2n10083,38.15,2060 Durchschnittsjahr mit Klimaschutz,41.55,45.92,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1919,45.92,2577.2,2060 Durchschnittsjahr mit Klimaschutz,r2n10083,7.371,1.187,32252.3,66785.6,546893.4,15352.5,208941.1,31828.3,546893.4,66785.6
r2n10084,49.59,2060 warmer Sommer mit Klimaschutz,11.19,75.83,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1028,75.83,643.2,2060 warmer Sommer mit Klimaschutz,r2n10084,7.452,1.044,39869,82645.6,499578.2,17752.9,237281,35580.1,499578.2,82645.6
r2n10086,21.09,2060 warmer Sommer mit Klimaschutz,4.904,45.12,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1311,45.12,123.7,2060 warmer Sommer mit Klimaschutz,r2n10086,7.314,0.4978,37658.2,66365.8,433740.6,25359,229738.6,35583.5,433740.6,66365.8
r2n10087,21.84,2000 Durchschnittsjahr,80.64,41.76,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1761,41.76,808.1,2000 Durchschnittsjahr,r2n10087,7.502,1.66,29952.9,81858.4,587122.6,12724.6,221202.4,32769.3,587122.6,81858.4
r2n10088,70.22,2000 Durchschnittsjahr,76.47,73.7,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1386,73.7,2060,2000 Durchschnittsjahr,r2n10088,7.538,2.289,33372,94749.4,613011.8,11219.5,236295.5,34398.3,613011.8,94749.4
r2n10089,31.85,2060 warmer Sommer mit Klimaschutz,94.79,57.61,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1076,57.61,737.2,2060 warmer Sommer mit Klimaschutz,r2n10089,7.441,2.141,55344.7,90247.3,623016.1,11244.9,244135.5,36174.8,623016.1,90247.3
r2n10090,7.148,2060 Durchschnittsjahr mit Klimaschutz,28.17,0.5004,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.1344,0.5004,1952.7,2060 Durchschnittsjahr mit Klimaschutz,r2n10090,7.429,0.3203,28190,65848.6,488761.8,25890,224312.3,34656,488761.8,65848.6
r2n10091,63.3,2060 Durchschnittsjahr mit Klimaschutz,23.58,50.25,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1384,50.25,2391.5,2060 Durchschnittsjahr mit Klimaschutz,r2n10091,7.422,1.128,30954.4,74607.8,536737.6,15939.3,218774.2,32937.4,536737.6,74607.8
r2n10092,71.22,2060 Durchschnittsjahr mit Klimaschutz,67.29,12.34,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1838,12.34,1554.5,2060 Durchschnittsjahr mit Klimaschutz,r2n10092,7.333,1.55,39854.5,70217.5,590244.2,13196.9,213809,32414,590244.2,70217.5
r2n10093,84.46,2000 Durchschnittsjahr,35.85,66.83,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1909,66.83,2123.6,2000 Durchschnittsjahr,r2n10093,7.457,1.557,27280,77673.3,550164.2,13371.7,215644.6,32122.8,550164.2,77673.3
r2n10094,82.19,2060 warmer Sommer mit Klimaschutz,66.93,35.98,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1589,35.98,2569.1,2060 warmer Sommer mit Klimaschutz,r2n10094,7.326,1.897,52619.3,75019.7,620949.9,12010.4,225261,34063.4,620949.9,75019.7
r2n10095,65.84,2060 Durchschnittsjahr mit Klimaschutz,92.57,81.31,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1434,81.31,2980.5,2060 Durchschnittsjahr mit Klimaschutz,r2n10095,7.477,2.706,47241,91336,646022.7,10736.1,239625.5,35277.6,646022.7,91336
r2n10096,26.07,2060 warmer Sommer mit Klimaschutz,61.07,72.21,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1585,72.21,894.5,2060 warmer Sommer mit Klimaschutz,r2n10096,7.37,1.73,47423.9,75895.8,562788,13197.1,225363.6,34009.1,562788,75895.8
r2n10097,45.49,2060 warmer Sommer mit Klimaschutz,72.38,57.2,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1174,57.2,1325.8,2060 warmer Sommer mit Klimaschutz,r2n10097,7.409,1.985,51086.8,84407.5,598341.4,12148.6,236068.5,35217,598341.4,84407.5
r2n10098,2.246,2060 warmer Sommer mit Klimaschutz,51.58,96.27,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1428,96.27,388.8,2060 warmer Sommer mit Klimaschutz,r2n10098,7.394,1.674,44542.8,78719.4,524492.8,14374.8,229202,34461.2,524492.8,78719.4
r2n10099,52.28,2060 warmer Sommer mit Klimaschutz,33.66,11.35,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1703,11.35,1153.3,2060 warmer Sommer mit Klimaschutz,r2n10099,7.275,0.8316,41158.8,60582.5,525259,16582.1,208982.6,32351,525259,60582.5
r2n10100,23.47,2000 Durchschnittsjahr,86.8,3.673,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1538,3.673,1527,2000 Durchschnittsjahr,r2n10100,7.509,1.389,29542.3,80751.6,570393.4,13102.2,220280.7,32696.5,570393.4,80751.6
r3n10001,74.93,2060 Durchschnittsjahr mit Klimaschutz,79.13,15.66,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.1336,15.66,522.8,2060 Durchschnittsjahr mit Klimaschutz,r3n10001,7.379,1.814,43003.6,81128.8,594477.8,12298.6,227427,33943.4,594477.8,81128.8
r3n10002,17.16,2000 Durchschnittsjahr,99.28,40.08,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1322,40.08,263,2000 Durchschnittsjahr,r3n10002,7.514,1.846,33487.8,93290.7,606393.8,11845.8,235710,34414.8,606393.8,93290.7
r3n10003,51.11,2060 Durchschnittsjahr mit Klimaschutz,97.76,35.76,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1874,35.76,204.2,2060 Durchschnittsjahr mit Klimaschutz,r3n10003,7.374,2.011,46914.2,80117.4,604024,11501.3,227092.4,33967.6,604024,80117.4
r3n10004,14.36,2060 warmer Sommer mit Klimaschutz,55.91,74.22,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1464,74.22,417.8,2060 warmer Sommer mit Klimaschutz,r3n10004,7.369,1.564,45515.6,76412.3,535364.5,14006,226304.7,34134.6,535364.5,76412.3
r3n10005,82.34,2060 Durchschnittsjahr mit Klimaschutz,22.94,39.1,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1393,39.1,2081.3,2060 Durchschnittsjahr mit Klimaschutz,r3n10005,7.385,1.157,32098,73164.7,544581,15621.6,217127.2,32762.6,544581,73164.7
r3n10006,66.28,2060 warmer Sommer mit Klimaschutz,70.8,26.79,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1243,26.79,2474.8,2060 warmer Sommer mit Klimaschutz,r3n10006,7.366,1.795,51167.5,79631.5,612424.9,12333.3,230616.5,34638.2,612424.9,79631.5
r3n10007,47.14,2000 Durchschnittsjahr,70.98,43.17,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1375,43.17,1651.4,2000 Durchschnittsjahr,r3n10007,7.531,1.893,29386.1,87985.4,592337.8,12609.5,228141.2,33501.5,592337.8,87985.4
r3n10008,99.78,2000 Durchschnittsjahr,20.01,60.18,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.11,60.18,2755.1,2000 Durchschnittsjahr,r3n10008,7.561,1.535,25224.7,91111.5,544344.3,14359.2,232613.8,34041.8,544344.3,91111.5
r3n10009,58.28,2000 Durchschnittsjahr,84.59,45.56,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1077,45.56,2657.3,2000 Durchschnittsjahr,r3n10009,7.571,2.141,32254.7,98517,623826.4,11502.2,240737.1,34879.7,623826.4,98517
r3n10010,44.77,2000 Durchschnittsjahr,87.85,25.61,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1705,25.61,1748.4,2000 Durchschnittsjahr,r3n10010,7.5,1.835,32346.1,83169.3,593898.8,11998.3,222928,32969.1,593898.8,83169.3
r3n10011,80.75,2000 Durchschnittsjahr,72.83,65.48,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1179,65.48,1919.4,2000 Durchschnittsjahr,r3n10011,7.543,2.296,32977,97405.3,616207.8,11358.9,239558.6,34761.3,616207.8,97405.3
r3n10012,59.69,2060 warmer Sommer mit Klimaschutz,84.34,49.67,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1603,49.67,2453.7,2060 warmer Sommer mit Klimaschutz,r3n10012,7.368,2.101,55223.1,79470.1,633495.8,11266.2,230931.7,34708.1,633495.8,79470.1
r3n10013,43.51,2000 Durchschnittsjahr,5.473,28.98,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1864,28.98,1282.9,2000 Durchschnittsjahr,r3n10013,7.486,0.5306,21478.7,61190.6,456252,22821,209026.6,32308.6,456252,61190.6
r3n10014,81.98,2060 warmer Sommer mit Klimaschutz,26.2,10.86,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1827,10.86,1309.7,2060 warmer Sommer mit Klimaschutz,r3n10014,7.235,0.8773,42334.1,59108.6,539232.1,16133.2,207070.5,32131.7,539232.1,59108.6
r3n10015,57.27,2060 warmer Sommer mit Klimaschutz,89.15,89.34,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1841,89.34,489.8,2060 warmer Sommer mit Klimaschutz,r3n10015,7.389,2.385,58768.3,84138.9,644899.5,10509.2,237399.3,35477.2,644899.5,84138.9
r3n10016,85.89,2060 Durchschnittsjahr mit Klimaschutz,38.44,0.9722,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1161,0.9722,2937.7,2060 Durchschnittsjahr mit Klimaschutz,r3n10016,7.398,1.007,33412.4,77281.1,567493.8,15253.1,222284.1,33343.1,567493.8,77281.1
r3n10017,6.348,2000 Durchschnittsjahr,87.59,11.85,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1662,11.85,892.1,2000 Durchschnittsjahr,r3n10017,7.504,1.307,29090.1,78875.7,562542.8,13604.7,218620.7,32555.3,562542.8,78875.7
r3n10018,21.5,2060 Durchschnittsjahr mit Klimaschutz,98.05,3.97,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1062,3.97,2504.6,2060 Durchschnittsjahr mit Klimaschutz,r3n10018,7.502,1.524,40599.1,88088.1,600875.3,12867.7,235510.1,34811.1,600875.3,88088.1
r3n10019,88.88,2060 warmer Sommer mit Klimaschutz,68.6,6.184,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1159,6.184,1809.4,2060 warmer Sommer mit Klimaschutz,r3n10019,7.354,1.694,52119.7,79631.4,617196.4,12368.8,231251.2,34751.9,617196.4,79631.4
r3n10020,47.08,2060 Durchschnittsjahr mit Klimaschutz,57.61,70.92,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1513,70.92,1972.3,2060 Durchschnittsjahr mit Klimaschutz,r3n10020,7.438,1.873,37210,80444.3,575152.6,13215.1,224755.2,33522.4,575152.6,80444.3
r3n10021,45.28,2060 Durchschnittsjahr mit Klimaschutz,60.64,51.33,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.1994,51.33,2350,2060 Durchschnittsjahr mit Klimaschutz,r3n10021,7.379,1.66,37192,71770.1,577960.9,13481.2,214623.6,32430.7,577960.9,71770.1
r3n10022,56.92,2000 Durchschnittsjahr,96.96,9.123,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1959,9.123,1984.1,2000 Durchschnittsjahr,r3n10022,7.472,1.779,35002.7,80579.4,607213.7,11558.2,220562.4,32761.3,607213.7,80579.4
r3n10023,0.194,2000 Durchschnittsjahr,30.55,88.53,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.1048,88.53,2066.1,2000 Durchschnittsjahr,r3n10023,7.706,0.9922,21819.6,95970.3,504246,17571.2,242292,35369.5,504246,95970.3
r3n10024,32.81,2060 Durchschnittsjahr mit Klimaschutz,16.28,76.03,Standard 2-fach Argon U=1.1 g=34%,ROLLER-SHADE,0.1749,76.03,1225.5,2060 Durchschnittsjahr mit Klimaschutz,r3n10024,7.416,0.9568,29059.1,67830.7,498477,18175.6,213389,32537,498477,67830.7
r3n10025,29.06,2060 Durchschnittsjahr mit Klimaschutz,66.89,59.11,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.1794,59.11,2513.2,2060 Durchschnittsjahr mit Klimaschutz,r3n10025,7.422,1.692,37342.2,75744.6,576065.9,13374.2,219374.7,32950.4,576065.9,75744.6
r3n10026,38.14,2060 Durchschnittsjahr mit Klimaschutz,58.7,8.504,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.128,8.504,1456.4,2060 Durchschnittsjahr mit Klimaschutz,r3n10026,7.426,1.255,34105.3,76212,548912.2,14994.8,220929.8,33189.6,548912.2,76212
r3n10027,8.809,2060 warmer Sommer mit Klimaschutz,55.7,2.857,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1577,2.857,180.3,2060 warmer Sommer mit Klimaschutz,r3n10027,7.253,0.8492,42453.1,62750,494124.5,17507,214063.4,33080,494124.5,62750
r3n10028,37.26,2060 Durchschnittsjahr mit Klimaschutz,16.7,31.4,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.107,31.4,989.1,2060 Durchschnittsjahr mit Klimaschutz,r3n10028,7.504,0.7082,28338.1,79613,488758.9,20457,231461.6,34791.2,488758.9,79613
r3n10029,79.18,2000 Durchschnittsjahr,5.884,94.93,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.145,94.93,1307.4,2000 Durchschnittsjahr,r3n10029,7.56,1.424,23899.5,83301.3,519913,15907.9,225058.5,33339.4,519913,83301.3
r3n10030,90.26,2000 Durchschnittsjahr,76.95,78.56,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1167,78.56,2997.6,2000 Durchschnittsjahr,r3n10030,7.548,2.672,34902.6,100505.2,628750.4,10741.3,243387.5,35188.6,628750.4,100505.2
r3n10031,54.38,2060 warmer Sommer mit Klimaschutz,38.65,17.1,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1369,17.1,1345.1,2060 warmer Sommer mit Klimaschutz,r3n10031,7.34,0.9916,42521.3,69218.4,539118.5,15612.5,218606.4,33355.1,539118.5,69218.4
r3n10032,49.31,2060 warmer Sommer mit Klimaschutz,33.38,10.09,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1556,10.09,2878.5,2060 warmer Sommer mit Klimaschutz,r3n10032,7.311,0.7996,40448.6,63404.3,537958,16895.4,212557.5,32756.2,537958,63404.3
r3n10033,59.87,2060 Durchschnittsjahr mit Klimaschutz,54.65,88.93,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.138,88.93,2131.9,2060 Durchschnittsjahr mit Klimaschutz,r3n10033,7.454,2.249,38300.8,85354.2,585530.1,12690.6,230467.8,34136.3,585530.1,85354.2
r3n10034,0.8924,2060 Durchschnittsjahr mit Klimaschutz,20.2,19.17,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.192,19.17,1824.9,2060 Durchschnittsjahr mit Klimaschutz,r3n10034,7.334,0.3316,27701,53612.1,478073.2,27373,211736.3,33422.8,478073.2,53612.1
r3n10035,92.85,2060 warmer Sommer mit Klimaschutz,64.34,56.04,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1364,56.04,435.9,2060 warmer Sommer mit Klimaschutz,r3n10035,7.341,2.16,54821.9,81441,612713.9,11568.9,233642.1,35029.5,612713.9,81441
r3n10036,67.35,2000 Durchschnittsjahr,67.01,12.04,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1494,12.04,927.6,2000 Durchschnittsjahr,r3n10036,7.461,1.583,29659.9,80739.3,570208.6,12961.2,220080.5,32661.7,570208.6,80739.3
r3n10037,66.25,2000 Durchschnittsjahr,17.69,6.351,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1665,6.351,538.4,2000 Durchschnittsjahr,r3n10037,7.425,0.6385,22900.1,65497.5,478813.8,18403,207201.8,31624.1,478813.8,65497.5
r3n10038,77.64,2060 warmer Sommer mit Klimaschutz,50.72,97.61,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1427,97.61,2325.6,2060 warmer Sommer mit Klimaschutz,r3n10038,7.384,2.309,50897.4,82806.3,605647.9,11918.6,233584.8,34905.7,605647.9,82806.3
r3n10039,24.25,2060 warmer Sommer mit Klimaschutz,94.42,15.46,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1961,15.46,837.1,2060 warmer Sommer mit Klimaschutz,r3n10039,7.317,1.527,53153.9,70067.8,603509.5,12337.9,220121.3,33555.6,603509.5,70067.8
r3n10040,1.36,2060 warmer Sommer mit Klimaschutz,13.36,38.77,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1126,38.77,873.9,2060 warmer Sommer mit Klimaschutz,r3n10040,7.455,0.3947,37237.8,72647,464207,27645,241273.9,37125.3,464207,72647
r3n10041,55.1,2000 Durchschnittsjahr,21.37,42.26,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1823,42.26,451.9,2000 Durchschnittsjahr,r3n10041,7.443,0.9535,23309.6,68999.4,494869.9,16477.9,208261.7,31522.8,494869.9,68999.4
r3n10042,41.16,2060 warmer Sommer mit Klimaschutz,86.04,45.28,SunGuard 3-fach Argon U=0.6 g=18%,SCREEN-SHADE,0.1791,45.28,2266,2060 warmer Sommer mit Klimaschutz,r3n10042,7.354,1.911,53651,75883.9,622113.8,11688.7,226368.2,34189.8,622113.8,75883.9
r3n10043,20.13,2000 Durchschnittsjahr,68.54,28.26,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1247,28.26,220.2,2000 Durchschnittsjahr,r3n10043,7.49,1.4,27634.2,87272.4,541323.5,13967.3,228667.2,33654.7,541323.5,87272.4
r3n10044,0.7084,2000 Durchschnittsjahr,51.35,69.04,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1413,69.04,2233.5,2000 Durchschnittsjahr,r3n10044,7.596,1.352,23792.5,85311.2,524345.9,15547.3,226805.2,33484.8,524345.9,85311.2
r3n10045,33.59,2060 Durchschnittsjahr mit Klimaschutz,73.16,47.29,Standard 2-fach Argon U=1.1 g=34%,<value not set>,0.1294,47.29,1567.8,2060 Durchschnittsjahr mit Klimaschutz,r3n10045,7.465,1.785,38422.6,83544.5,577740.5,13072.1,229018.5,34027.3,577740.5,83544.5
r3n10046,76.98,2060 warmer Sommer mit Klimaschutz,93.1,13.15,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.116,13.15,2234.4,2060 warmer Sommer mit Klimaschutz,r3n10046,7.39,1.98,57287.6,84238.6,650795.3,11117.2,237724.7,35527.2,650795.3,84238.6
r3n10047,76.66,2000 Durchschnittsjahr,71.09,39.77,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1604,39.77,1146.9,2000 Durchschnittsjahr,r3n10047,7.474,1.961,32251.1,84867.6,594002.2,11968.9,224896.7,33179.9,594002.2,84867.6
r3n10048,4.932,2060 Durchschnittsjahr mit Klimaschutz,29.99,24.63,SGG Planitherm 3-fach Argon U=0.7 g=42%,SCREEN-SHADE,0.145,24.63,2989.5,2060 Durchschnittsjahr mit Klimaschutz,r3n10048,7.434,0.5336,28065.5,67014.1,501635.4,23000,220467.8,33871.2,501635.4,67014.1
r3n10049,40.89,2060 warmer Sommer mit Klimaschutz,60.99,18.48,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1443,18.48,2806.9,2060 warmer Sommer mit Klimaschutz,r3n10049,7.341,1.374,45967.8,71699.9,577441.4,14071.7,220932.1,33565,577441.4,71699.9
r3n10050,84.52,2060 warmer Sommer mit Klimaschutz,93.98,96.57,Standard 2-fach Argon U=1.1 g=34%,SCREEN-SHADE,0.1775,96.57,1444.1,2060 warmer Sommer mit Klimaschutz,r3n10050,7.427,2.608,63088.9,89035.2,678549.1,9838.4,244762.9,36387.9,678549.1,89035.2
r3n10051,95.21,2000 Durchschnittsjahr,5.891,27.26,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1805,27.26,663.1,2000 Durchschnittsjahr,r3n10051,7.416,0.8005,23919.4,65734.1,489323.3,17606.7,206662,31508,489323.3,65734.1
r3n10052,42.07,2000 Durchschnittsjahr,19.72,52.29,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1503,52.29,570.8,2000 Durchschnittsjahr,r3n10052,7.528,0.929,22564.8,75741.6,490227.8,17267.1,217475.1,32610.7,490227.8,75741.6
r3n10053,68.35,2000 Durchschnittsjahr,2.484,94.28,SGG Planitherm 3-fach Argon U=0.7 g=42%,<value not set>,0.1099,94.28,1629.6,2000 Durchschnittsjahr,r3n10053,7.656,1.27,22760.4,92614.3,512249.5,16817.3,237396.8,34772.8,512249.5,92614.3
r3n10054,47.69,2060 Durchschnittsjahr mit Klimaschutz,9.914,90.95,SunGuard 3-fach Argon U=0.6 g=23%,ROLLER-SHADE,0.1066,90.95,2488.6,2060 Durchschnittsjahr mit Klimaschutz,r3n10054,7.541,1.115,29243.3,86891.2,516501.4,17620.4,235786.3,34960.3,516501.4,86891.2
r3n10055,72.1,2060 Durchschnittsjahr mit Klimaschutz,43.17,26.53,SunGuard 3-fach Argon U=0.6 g=18%,ROLLER-SHADE,0.1183,26.53,2715.7,2060 Durchschnittsjahr mit Klimaschutz,r3n10055,7.426,1.32,34133.5,80024.6,568408,14512.5,224737.1,33554,568408,80024.6
r3n10056,44.98,2060 warmer Sommer mit Klimaschutz,41.88,60.49,SunGuard 3-fach Argon U=0.6 g=23%,<value not set>,0.1896,60.49,69.49,2060 warmer Sommer mit Klimaschutz,r3n10056,7.244,1.342,45555.5,66765.1,512799.7,14285.8,215041.9,32921.3,512799.7,66765.1
r3n10057,20.05,2000 Durchschnittsjahr,13.47,64.52,Q-Air 4-fach Krypton U=0.3 g=20%,<value not set>,0.1491,64.52,2874.6,2000 Durchschnittsjahr,r3n10057,7.613,0.7381,21129.7,76263.3,467353.2,20232,222580.7,33480.9,467353.2,76263.3
r3n10058,82.2,2060 Durchschnittsjahr mit Klimaschutz,42.49,42.02,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1289,42.02,1523.7,2060 Durchschnittsjahr mit Klimaschutz,r3n10058,7.403,1.534,35902.1,79441.8,569339.4,13895.3,223972.9,33465.7,569339.4,79441.8
r3n10059,70.58,2000 Durchschnittsjahr,82.76,51.74,SGG Planitherm 3-fach Argon U=0.7 g=42%,ROLLER-SHADE,0.1846,51.74,1452.1,2000 Durchschnittsjahr,r3n10059,7.488,2.164,34636.2,86455.1,613516.1,11244.6,226964.3,33418,613516.1,86455.1
r3n10060,99.62,2000 Durchschnittsjahr,3.132,76.92,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1432,76.92,799.9,2000 Durchschnittsjahr,r3n10060,7.519,1.371,24663.6,81244.1,520432.1,15786.1,222789.3,33104.2,520432.1,81244.1
r3n10061,43.7,2060 Durchschnittsjahr mit Klimaschutz,29.01,1.319,Q-Air 4-fach Krypton U=0.3 g=20%,SCREEN-SHADE,0.1714,1.319,944.8,2060 Durchschnittsjahr mit Klimaschutz,r3n10061,7.317,0.5923,29570.2,59636.7,501472.3,18949.1,205070.5,31729.7,501472.3,59636.7
r3n10062,75.39,2060 warmer Sommer mit Klimaschutz,75.48,70.27,SunGuard 3-fach Argon U=0.6 g=18%,<value not set>,0.126,70.27,1495,2060 warmer Sommer mit Klimaschutz,r3n10062,7.4,2.339,55661.4,86142.1,630901.5,11075.9,239005.8,35598.3,630901.5,86142.1
r3n10063,84.14,2060 Durchschnittsjahr mit Klimaschutz,62.77,6.895,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.193,6.895,1864.2,2060 Durchschnittsjahr mit Klimaschutz,r3n10063,7.303,1.5,39939,67963.1,595472,13292.1,211280.1,32148.8,595472,67963.1
r3n10064,79.58,2000 Durchschnittsjahr,45.58,65.34,Q-Air 4-fach Krypton U=0.3 g=20%,ROLLER-SHADE,0.1158,65.34,1149.6,2000 Durchschnittsjahr,r3n10064,7.534,1.815,28020.7,93003.4,585274.7,12946.4,234056.6,34142.9,585274.7,93003.4
