Name,Glasanteil_Süd_[%],Glasanteil_WestOst_[%],Glasanteil_Nord_[%],Produktwahl_Verglasung,Produktwahl_Verschattung,Dämmstärke_[m],VolSpez_Wärmekap_[kJ/m3K],Klimaszenario,,Anteil_Unzufrieden_[%],Tageslichtfaktor_[%],Kühlenergie_[kWh/Jahr],Heizenergie_[kWh/Jahr],Energie_Kunstlicht_[kWh/Jahr],Primärenergie_Total_[kWh/Jahr],Betriebskosten_[EUR/Jahr],Investitionskosten_[EUR]
r5n10004,48.87,88.02,25.03,U=1.1 g=34%,screen,0.1299,2325.8,2060 Warm,r5n10004,7.381,1.85,53614.8,80764.6,11778.4,232470.6,34875.9,624323.2
r5n10005,10.56,32.73,96.74,U=0.6 g=18%,roller,0.1554,403.8,2000,r5n10005,7.555,1.262,23452.2,82818.5,15771.6,223963.3,33183.4,503252
r5n10006,66.83,30.23,53.15,U=0.3 g=20%,roller,0.1733,1532.7,2060 Warm,r5n10006,7.309,1.275,43315.9,66862.1,14666.5,214492.5,32815.2,549256.2
r5n10007,53.25,49.65,96.4,U=1.1 g=34%,roller,0.1839,1287,2060,r5n10007,7.415,1.833,37396,78579.6,13023.6,222250.8,33229.3,570373
r5n10008,9.357,9.384,58.48,U=0.3 g=20%,none,0.1159,327.2,2060 Warm,r5n10008,7.408,0.5991,37450.2,73395.6,24992,237548.3,36396.5,449336.3
r5n10009,48.38,55.68,85.76,U=1.1 g=34%,none,0.1377,809.9,2060,r5n10009,7.446,2.262,37708.3,84564.6,12992.9,229695,34063.7,564998.2
r5n10010,3.959,91.07,70.27,U=0.6 g=23%,roller,0.1598,1944.7,2060 Warm,r5n10010,7.413,1.927,52367.1,80721.4,11983.8,232039.1,34802.3,605446.6
r5n10011,19.18,75.72,51.98,U=0.7 g=42%,roller,0.1452,2147.3,2060 Warm,r5n10011,7.388,1.8,49101.4,77836.6,12851.3,228108.9,34339.1,588928
r5n10012,83.5,26.4,50.12,U=0.3 g=20%,none,0.1701,942,2000,r5n10012,7.451,1.261,25568.7,75365,14447.5,213733,31972.8,529233.2
r5n10013,53.54,80.44,75.44,U=0.6 g=18%,none,0.1626,1018.6,2000,r5n10013,7.524,2.195,33378.1,91399.6,11307.1,232361.2,33972.9,621930.2
r5n10014,94.98,24.51,72.09,U=0.6 g=23%,screen,0.1429,1642.6,2060,r5n10014,7.393,1.497,34792.2,78001.7,14169,222036.8,33239.1,561651
r5n10015,87.9,14.41,17.87,U=0.7 g=42%,none,0.1565,2186.2,2000,r5n10015,7.471,0.8377,23444.7,70574.1,17053.6,211300.3,31935.6,504876
r5n10016,88.65,49.15,91.02,U=0.7 g=42%,roller,0.1189,2153,2060,r5n10016,7.451,2.327,39718.5,89505.1,12325.3,235736.1,34733.9,600323.8
r5n10017,2.244,5.786,46.68,U=0.3 g=20%,screen,0.1346,2088.8,2000,r5n10017,7.669,0.3247,20807.4,74655.6,27838,234107.9,35676.3,446685.3
r5n10018,64.71,85.6,65.09,U=0.3 g=20%,none,0.163,2168.1,2060,r5n10018,7.441,2.274,45226.9,84831.4,11292.8,231469.2,34358.8,627685.4
r5n10019,31.87,44.08,59.6,U=0.3 g=20%,roller,0.1802,1029.6,2000,r5n10019,7.498,1.331,24803.5,76316.9,14600.1,214715.7,32069.4,530019.8
r5n10020,70.59,64.43,49.58,U=0.6 g=18%,screen,0.1407,2064.4,2000,r5n10020,7.513,1.956,30145.5,88175.3,12329.6,228324.2,33518.4,587127.5
r5n10021,27.25,54.85,4.225,U=0.6 g=23%,roller,0.119,1195.6,2060,r5n10021,7.451,1.026,32335.1,77121.6,16090,222948.9,33475.4,531190.1
r5n10022,72.57,12.94,24.79,U=0.7 g=42%,none,0.1235,2958.9,2000,r5n10022,7.573,0.817,22262.4,80055.1,17910.9,223721.5,33369.7,497553.4
r5n10023,61.94,25.99,15.94,U=0.6 g=23%,screen,0.121,954.8,2060 Warm,r5n10023,7.369,0.8481,40772.6,71655.1,16949.9,222943.1,33928.5,519348.9
r5n10024,1.02,16.59,11.27,U=0.7 g=42%,screen,0.1011,1833.4,2060,r5n10024,7.567,0.2536,27006.8,79565.4,27845,243889.8,37018.3,473626
r5n10025,38.93,94.95,39.87,U=0.6 g=18%,roller,0.1744,1211,2060,r5n10025,7.429,1.936,44347.8,80136.2,11841.6,226195.4,33805.4,608083.3
r5n10026,99.1,56.05,90.83,U=0.3 g=20%,roller,0.1223,2435.1,2000,r5n10026,7.531,2.491,32244.2,97481.4,11493.2,239450.2,34735.6,607561.8
r5n10027,22.95,24.59,32.67,U=0.6 g=23%,roller,0.1986,1866.4,2000,r5n10027,7.475,0.6818,21648.7,63318.9,19292.6,205382.1,31479.7,473616
r5n10028,53.82,51.25,41.8,U=0.3 g=20%,none,0.1254,284.9,2000,r5n10028,7.476,1.557,27300.9,87230.3,13709.8,227951.2,33530.1,556820.3
r5n10029,46.63,91.91,85.06,U=0.7 g=42%,roller,0.1891,509.7,2000,r5n10029,7.516,2.21,35972.5,92842.9,10743.6,234669.5,34265.7,620817.9
r5n10030,13.48,59.2,68.76,U=1.1 g=34%,screen,0.1016,1871.7,2000,r5n10030,7.642,1.59,25342.3,99091.6,13977.8,241751.3,35013.4,554344.1
r5n10031,33.27,67.5,23.69,U=0.3 g=20%,screen,0.1815,2050.5,2060,r5n10031,7.379,1.431,36570.7,70087.4,14044.5,213213.7,32318.2,568254.9
r5n10032,87.03,40.33,82.36,U=1.1 g=34%,screen,0.1555,2009.8,2060,r5n10032,7.401,1.79,37613.9,80130.5,13056.4,224329.7,33472.3,584092.4
r5n10033,51.52,69.17,97.11,U=0.7 g=42%,screen,0.1543,1398.6,2000,r5n10033,7.545,2.133,31514.4,93542.9,11631.8,234451.9,34168.5,600053.6
r5n10034,16.13,12.62,52.9,U=1.1 g=34%,roller,0.1275,108.7,2060 Warm,r5n10034,7.331,0.6768,38173.1,69588.2,22622,229065.4,35195.5,442817
r5n10035,54.46,47.19,22.64,U=0.6 g=23%,screen,0.1993,2584.6,2060,r5n10035,7.322,1.215,33968.7,64475.5,14882.5,206298.5,31547.5,561641.2
r5n10036,83.14,97.5,5.389,U=0.6 g=23%,roller,0.1506,1716.8,2060 Warm,r5n10036,7.353,1.893,59471.1,78368.9,10930.8,231526.4,34906.1,657210.2
r5n10037,86.25,35.91,19.9,U=0.3 g=20%,screen,0.1077,2901.1,2060,r5n10037,7.432,1.243,33527.6,82034.4,14830,227401.6,33863.7,569097
r5n10038,19.2,96.45,2.535,U=0.6 g=23%,none,0.1641,1090.4,2000,r5n10038,7.501,1.429,31371.3,80700.6,12673.8,220542,32747.4,596089.3
r5n10039,32.83,46.95,1.487,U=0.6 g=23%,none,0.1711,175,2060,r5n10039,7.27,0.847,32427.5,62698,16780.1,206627.6,31753.9,494085.1
r5n10040,55.5,14.13,42.83,U=0.6 g=23%,screen,0.1877,1392.4,2060 Warm,r5n10040,7.285,0.8499,39077.6,58998.4,18256.7,208808.3,32451.5,509427.4
r5n10041,59.46,68.82,10.07,U=0.7 g=42%,none,0.1691,539,2000,r5n10041,7.424,1.549,29783.2,76925.4,13078.8,215703.1,32195.8,561125.1
r5n10042,43.42,67.7,81.8,U=0.3 g=20%,none,0.1785,1170.9,2060,r5n10042,7.428,1.97,39996.9,80341.8,12461.7,224953.8,33566.3,583465.2
r5n10043,86.45,38.85,4.578,U=1.1 g=34%,none,0.168,2306,2060 Warm,r5n10043,7.253,1.159,44988.5,63362.5,14752.5,211378.3,32548.6,570536.6
r5n10044,33.93,34.92,75.22,U=0.7 g=42%,screen,0.1029,2981.1,2060 Warm,r5n10044,7.48,1.302,42190.8,85659.6,14975.6,237349.7,35342.1,548769.8
r5n10045,9.918,60.45,14.36,U=0.3 g=20%,none,0.1992,2450.8,2060,r5n10045,7.359,1.017,32809.7,62924.5,16272.1,206208.8,31660.5,543022.1
r5n10046,70.43,6.077,23.92,U=1.1 g=34%,screen,0.1906,314.8,2060 Warm,r5n10046,7.197,0.6623,38981.4,54457.6,20091,206498.6,32415.5,477294.4
r5n10047,43.04,66.38,52.32,U=0.6 g=18%,screen,0.1095,1734.8,2000,r5n10047,7.58,1.868,28067.7,95632.7,12840.2,237109.5,34470.4,591923.2
r5n10048,98.79,12.56,71.55,U=0.6 g=18%,screen,0.1473,1174.5,2060,r5n10048,7.376,1.317,33251.7,74941.8,15222.7,219274,32999.1,541470.8
r5n10049,36.36,4.663,49.41,U=0.6 g=18%,screen,0.189,1946.7,2000,r5n10049,7.53,0.6145,21245.5,64224.8,21767,210699.9,32355.6,461531.2
r5n10050,92.9,42.09,29.32,U=0.6 g=23%,none,0.1574,2848.2,2060,r5n10050,7.342,1.428,36375,72317.5,13927.1,215606,32560.9,583337.3
r5n10051,5.749,48.1,84.51,U=1.1 g=34%,none,0.1605,1441.1,2000,r5n10051,7.573,1.383,24363.8,83230,14922.1,223480.9,33063.1,529323.7
r5n10052,24.55,80,70.48,U=0.3 g=20%,screen,0.1474,2753.6,2060 Warm,r5n10052,7.402,1.919,51326.7,81421.2,11990.3,232281.7,34787.6,608389.1
r5n10053,17.18,11.37,98.06,U=0.6 g=18%,roller,0.1592,2894.1,2000,r5n10053,7.627,0.8578,21333.2,78960.3,18768.1,223369.5,33397.7,477376.2
r5n10054,93.02,3.787,24.5,U=0.6 g=18%,none,0.1854,75.46,2060 Warm,r5n10054,7.163,0.7242,41648.2,56331.2,18573,207658.6,32467.6,475411.4
r5n10055,52.93,98.95,54.63,U=0.6 g=18%,roller,0.1058,1613.4,2000,r5n10055,7.58,2.362,35335.7,102429.4,10776.1,246062.4,35507.3,648076.4
r5n10056,32.23,92.61,83.78,U=0.6 g=18%,none,0.111,2006.2,2000,r5n10056,7.606,2.446,33411.6,103430.6,11024.9,246576.9,35516.2,620782.2
r5n10057,96.02,40.96,42.93,U=0.6 g=23%,screen,0.1052,490.9,2060 Warm,r5n10057,7.36,1.602,48600.9,83210.6,13201.1,235015.9,35127.9,571937.4
r5n10058,23.27,90.62,61.12,U=0.6 g=18%,roller,0.178,1395.6,2000,r5n10058,7.537,1.925,32516.7,87657.9,11749.9,228073.1,33516.5,600466.1
r5n10059,33.18,68.31,91.25,U=0.3 g=20%,roller,0.1378,301.6,2060,r5n10059,7.436,2.243,39863.8,87392,12507.3,233568.1,34521.9,564266.9
r5n10060,58.12,9.744,8.755,U=0.3 g=20%,none,0.1269,229.3,2060,r5n10060,7.336,0.5184,29314.3,68441.2,21900,220984.2,33845.2,467788.5
r5n10061,92.92,48.51,17.49,U=0.6 g=23%,none,0.1001,602.9,2060,r5n10061,7.405,1.478,37361.7,85853.4,13745.9,232418.9,34443.9,568333.7
r5n10062,37.43,42.79,70.25,U=1.1 g=34%,none,0.184,2419.4,2060,r5n10062,7.405,1.402,33309.4,72035.3,14597.1,214632.2,32410.1,550605.9
r5n10063,90.5,10.71,63.55,U=0.6 g=18%,none,0.1947,2670,2060 Warm,r5n10063,7.275,1.122,41912.3,63233.6,15670.5,211030.9,32497.2,549107.6
r5n10064,81.58,69.56,19.01,U=0.6 g=23%,screen,0.1465,1551.2,2000,r5n10064,7.473,1.762,31314.5,83906.2,12351.7,223842,33071.6,589832.7
r5n10065,37.59,92.37,76.61,U=1.1 g=34%,none,0.1011,1659.7,2060 Warm,r5n10065,7.465,2.23,55917,93649.8,10917.4,248049.2,36592.2,633146.4
r5n10066,72.14,88.7,39.73,U=0.3 g=20%,none,0.1041,1878.9,2060,r5n10066,7.476,2.201,44906.1,92394.2,11414.1,240738,35388.8,630337
r5n10067,28.25,60.51,31.95,U=0.7 g=42%,roller,0.1822,1117.7,2000,r5n10067,7.478,1.363,26369,74871,14153.6,213082.6,31897.3,541998
r5n10068,88.41,13.73,31.76,U=0.6 g=18%,none,0.1104,1668.5,2060 Warm,r5n10068,7.394,1.002,41322.2,76148.9,16752.2,228401,34531.5,536509.3
r5n10069,85.99,86.5,22.27,U=0.3 g=20%,roller,0.1629,1807.1,2060 Warm,r5n10069,7.34,1.98,57767.6,77047.5,11097,229191.6,34598.2,647230.2
r5n10070,36.38,44.18,40.6,U=0.6 g=23%,screen,0.19,2852.1,2000,r5n10070,7.477,1.163,24192.9,72423.1,14912.1,210147.1,31575.6,519231
r5n10071,78.63,62.97,11.46,U=0.7 g=42%,none,0.1918,1251.2,2060 Warm,r5n10071,7.257,1.523,50652,66065,12881.8,214710.2,32920.2,597464.2
r5n10072,96.77,92.74,64.66,U=0.3 g=20%,none,0.168,2028.6,2000,r5n10072,7.511,2.478,39388.7,94824.1,10097.4,237978.7,34693.2,649562.5
r5n10073,79.6,94.94,95.64,U=0.6 g=23%,none,0.1041,1601,2060,r5n10073,7.512,2.672,49676.3,100504.9,10238.4,251398.7,36622,655872.1
r5n10074,74.97,54.04,97.23,U=0.3 g=20%,none,0.1496,2252.3,2060 Warm,r5n10074,7.379,2.245,51513.6,82069.3,11796.6,232837.2,34833.1,608727.1
r5n10075,17,29.86,11.35,U=0.7 g=42%,roller,0.1255,1470.4,2060 Warm,r5n10075,7.4,0.5424,38367.1,68048.2,21510,225294.9,34648.9,497842
r5n10076,82.64,67.78,5.412,U=0.3 g=20%,none,0.1061,2688,2060 Warm,r5n10076,7.372,1.61,50897.6,81756,12590,233515.3,34980.2,618379.4
r5n10077,14.56,5.939,91.01,U=0.7 g=42%,none,0.1246,2193.3,2000,r5n10077,7.715,0.9569,20962.7,85969.6,20570,234954.9,34888,473781.3
r5n10078,63.94,10.11,93.22,U=1.1 g=34%,roller,0.113,2865.9,2060,r5n10078,7.505,1.437,30362.5,85356.9,16518.7,232598.5,34517.4,532001.5
r5n10079,48.71,89.18,54.21,U=0.7 g=42%,none,0.1334,1884.8,2060 Warm,r5n10079,7.404,2.167,55452.1,84115.9,11185.9,236595.3,35335.6,631264.4
r5n10080,94.89,48.69,34.5,U=0.6 g=23%,none,0.1638,2261.2,2000,r5n10080,7.448,1.627,29106.3,79455.3,12989.1,218230.1,32437.3,567353.7
r5n10081,73.46,79.33,34.08,U=0.6 g=23%,screen,0.1209,2229.6,2060,r5n10081,7.442,2.019,42746.8,86344.3,11976.6,233064.1,34518.6,618203.2
r5n10082,66.45,45.33,52.58,U=0.6 g=23%,roller,0.1561,2339,2000,r5n10082,7.497,1.585,26636,81631.9,13523.1,220370.5,32639.2,549690.8
r5n10083,68.69,67.8,57.29,U=0.7 g=42%,screen,0.1681,732.5,2000,r5n10083,7.476,2.039,31703.5,85622.3,12030.9,225601.6,33243.7,604700.8
r5n10084,21.9,4.741,92.54,U=0.6 g=23%,screen,0.1781,1056.2,2060 Warm,r5n10084,7.379,0.7479,37089.7,64064,20042,217020.3,33499.7,479686.6
r5n10085,88.34,73.99,29.08,U=0.6 g=23%,screen,0.1853,2374.4,2000,r5n10085,7.455,1.893,33481.4,81544,11757.1,221191.8,32793.4,601089.1
r5n10086,40.05,41.35,87.17,U=0.3 g=20%,none,0.1633,1635.8,2060,r5n10086,7.436,1.513,33927.8,77323.8,14195.2,220743.7,33064.1,548451.5
r5n10087,18.34,46.12,5.502,U=0.6 g=18%,roller,0.1557,2499.4,2060 Warm,r5n10087,7.328,0.7881,40434,63065.5,17718.4,213622.9,32974.8,530188.3
r5n10088,65.7,23.54,71.46,U=0.7 g=42%,none,0.1595,568.5,2060 Warm,r5n10088,7.321,1.306,42876.4,70108.9,14841.9,218517.5,33265.4,524152.3
r5n10089,54.12,54.01,5.369,U=1.1 g=34%,roller,0.1118,2856.6,2000,r5n10089,7.552,1.243,25041.4,87357.3,14390.9,227978.6,33524.6,541054
r5n10090,50.18,16.67,7.169,U=0.6 g=23%,roller,0.1977,2118,2060,r5n10090,7.276,0.5234,28637.1,54110.8,21003,201454.1,31542.1,506368.3
r5n10091,82.69,88.13,46.45,U=0.7 g=42%,none,0.1645,1907.7,2060,r5n10091,7.417,2.2,47067.6,83363.6,11137.7,230501.8,34307.7,639113.2
r5n10092,20.88,51.94,93.52,U=0.6 g=18%,screen,0.1716,1655.9,2000,r5n10092,7.553,1.606,26120,84850.9,13632.1,224188.9,33054.9,550816.6
r5n10093,33.84,7.084,58.68,U=0.3 g=20%,roller,0.1163,749.5,2060,r5n10093,7.503,0.7747,27953.1,78091.7,20943,230244,34699.8,473338.6
r5n10094,80.38,69,27.01,U=0.6 g=23%,screen,0.1964,1176.1,2000,r5n10094,7.431,1.774,32111.1,77999.2,12264,216946.2,32328.6,588756.7
r5n10095,10.73,3.713,43,U=0.7 g=42%,roller,0.1525,1482,2000,r5n10095,7.608,0.3519,20945,68369,27512,225918,34733.7,445549.4
r5n10096,16.55,83.72,81.13,U=1.1 g=34%,screen,0.1825,519.1,2000,r5n10096,7.526,1.892,31654.9,88503.2,11935,228922.1,33598.1,599921
r5n10097,18,2.181,60.21,U=0.3 g=20%,none,0.1049,1343.4,2060 Warm,r5n10097,7.508,0.5245,36598.2,78244.2,24841,242680.1,36911.8,473863.7
r5n10098,47.1,72.35,30.64,U=0.6 g=18%,screen,0.1162,232.1,2060,r5n10098,7.396,1.7,39718,85266.9,13097.1,231946.8,34408.3,562367.9
r5n10099,1.888,85.27,65.69,U=0.6 g=18%,screen,0.1266,269.7,2000,r5n10099,7.543,1.791,30427.6,94828,12671.6,237244,34561.4,582923.1
r5n10100,40.9,91.8,28.09,U=0.3 g=20%,none,0.1623,1432.5,2060 Warm,r5n10100,7.356,1.829,54399.1,76262.5,11716.9,227328.6,34330.2,619237.9
r5n10101,16.5,43.76,5.085,U=1.1 g=34%,roller,0.1568,1278.6,2060 Warm,r5n10101,7.32,0.677,40140,61771,18452.2,213182.6,33003.6,512923.3
r5n10102,46.9,75.69,62.57,U=0.6 g=23%,roller,0.1338,2466.3,2060,r5n10102,7.465,2.057,40677.7,85847.3,12260.3,231723.5,34320,600460.4
r5n10103,97.77,18.41,86.09,U=1.1 g=34%,screen,0.1235,110.4,2060,r5n10103,7.356,1.744,36594.4,83857.2,14352.4,230607.6,34285.8,529033.8
r5n10104,82.68,82.57,8.349,U=0.6 g=18%,screen,0.1648,1198.9,2060 Warm,r5n10104,7.314,1.778,55827.5,73740.6,11621.5,224929.8,34110.5,629147.3
r5n10105,56.83,84.92,76.53,U=1.1 g=34%,roller,0.108,1655.2,2000,r5n10105,7.579,2.365,33663.6,102517.2,11003.7,245576.1,35413,622828
r5n10106,95.71,66.04,71.5,U=0.6 g=18%,roller,0.1906,697.3,2000,r5n10106,7.455,2.182,34561.6,86922.5,11343.8,227671.8,33505.8,609839.3
r5n10107,76.54,10.52,28.48,U=0.6 g=23%,screen,0.1825,1638.1,2000,r5n10107,7.456,0.807,22900.5,65840.7,17945.8,206794.2,31522.7,490816.7
r5n10108,3.248,96.4,9.317,U=0.3 g=20%,screen,0.1196,250.5,2060,r5n10108,7.433,1.378,40201,83948.7,13606.9,231547.5,34446.3,557294.3
r5n10109,34.57,88.69,90.41,U=1.1 g=34%,none,0.1394,1577.2,2060,r5n10109,7.5,2.425,43947,90958.2,11356.4,238304.3,35072.5,611257.9
r5n10110,98.79,43.9,44.44,U=0.6 g=18%,screen,0.1855,1387.2,2060 Warm,r5n10110,7.279,1.617,49599.3,69067.2,12895.8,217769.4,33218.1,592893.2
r6n10001,36.06,41.93,47.56,U=1.1 g=34%,none,0.1213,1132.7,2000,r6n10001,7.573,1.259,24027.3,87115.2,14920.7,228020.3,33552.3,529731
r6n10002,28.5,36.49,10.2,U=0.3 g=20%,none,0.1218,2689.3,2000,r6n10002,7.58,0.6834,21918.1,80961,17629.6,224115.5,33365.1,492564.9
r6n10003,82,19.41,1.874,U=0.3 g=20%,roller,0.1967,165.7,2000,r6n10003,7.3,0.6862,24747.7,60853.9,17288.1,200623.1,30833.1,486248.9
r6n10004,1.366,55.81,82.31,U=0.3 g=20%,none,0.1794,730.3,2060 Warm,r6n10004,7.366,1.477,44590.8,71685.1,14529.5,220913.9,33562.8,536888.7
r6n10005,55.42,75.6,22.1,U=0.6 g=18%,screen,0.1148,2682.6,2000,r6n10005,7.55,1.758,29490.9,91943.3,12509.8,232859.1,34016.7,585817.2
r6n10006,4.96,5.296,35.42,U=0.3 g=20%,none,0.1693,2997.7,2000,r6n10006,7.577,0.2675,20701.5,63505.9,27979,220674,34199.5,445991.9
r6n10007,84.17,2.168,29.16,U=0.7 g=42%,none,0.187,2879,2060 Warm,r6n10007,7.246,0.7043,38924.2,56583.7,19408,207840.3,32479,525927.7
r6n10008,25.61,34.35,46.86,U=0.7 g=42%,roller,0.1548,2986.1,2060 Warm,r6n10008,7.368,0.9666,40121.1,67773.2,16554.2,217092.1,33204.4,531692
r6n10009,53.57,77.88,87.83,U=0.6 g=18%,roller,0.1353,2501.3,2060,r6n10009,7.479,2.473,42850,89899.5,11542,236685.4,34871,615049.3
r6n10010,40.49,81.46,2.44,U=0.6 g=18%,roller,0.129,2570.5,2000,r6n10010,7.529,1.508,29069.8,85807.8,12936.2,225878.3,33277.6,571222.6
r6n10011,19.96,73.96,13.77,U=0.6 g=23%,screen,0.1697,2970,2000,r6n10011,7.501,1.318,27065.1,76845.8,13919.3,215490.5,32164.1,542031.1
r6n10012,2.79,6.147,34.42,U=0.6 g=23%,screen,0.1195,1250.7,2060,r6n10012,7.531,0.2638,26761.2,72650.2,28004,235576.8,36105.8,454029.8
r6n10013,11.37,71.31,98.49,U=1.1 g=34%,roller,0.1088,88.22,2060,r6n10013,7.461,1.874,39974.2,95059,12795.3,243526,35665.9,543661.9
r6n10014,77.69,41.81,54.46,U=0.6 g=18%,roller,0.1073,2241.3,2060 Warm,r6n10014,7.405,1.752,46720.5,83299.1,13375.6,234306.3,34993.7,582615.5
r6n10015,7.434,80.83,9.864,U=0.7 g=42%,none,0.135,2216,2060 Warm,r6n10015,7.38,1.242,47272,74321.4,14170.5,225103.2,34093.3,577760.6
r6n10016,1.529,82.35,79.06,U=0.6 g=23%,none,0.1384,2154.1,2060 Warm,r6n10016,7.432,2.1,50267.1,83317.2,12420.3,234732.2,35068.4,593073.5
r6n10017,51.73,92.81,98.68,U=0.6 g=23%,none,0.1198,2486.5,2060,r6n10017,7.517,2.74,46512.8,96735.1,10726.2,245769.9,35928.1,636245.7
r6n10018,89.86,41.02,22.86,U=0.3 g=20%,screen,0.1539,116.7,2060 Warm,r6n10018,7.235,1.31,48491.6,69281.2,13881.6,219148.7,33446.9,541237.7
r6n10019,48.94,55.47,45.7,U=0.6 g=23%,screen,0.1372,1766.9,2060,r6n10019,7.432,1.666,35806.8,79138,13848.5,223464.6,33399.9,565491.9
r6n10020,62.48,67.8,41.34,U=0.7 g=42%,roller,0.1576,2647,2060 Warm,r6n10020,7.337,1.873,50907.8,75088.6,12329.2,224897.4,33992.8,610103.1
r6n10021,52.39,10.55,39.4,U=0.6 g=18%,roller,0.1116,1571,2060 Warm,r6n10021,7.44,0.777,38540,75188,19810,231068.2,35088.4,506051.1
r6n10022,99.82,24.33,59.75,U=0.6 g=18%,roller,0.1979,2307.9,2060,r6n10022,7.313,1.375,34984.7,68155.2,14331,210410.5,31977.4,569273.6
r6n10023,65.47,9.706,2.797,U=0.3 g=20%,roller,0.1317,2977.6,2060,r6n10023,7.4,0.4762,28439.8,67378.6,21445,218344.7,33461.1,512834.7
r6n10024,12.83,43.98,87.64,U=1.1 g=34%,none,0.1681,2810.6,2060,r6n10024,7.462,1.343,32124.1,76155.8,15110.2,219875.4,33005.7,540391.1
r6n10025,48.58,27.64,75.04,U=0.7 g=42%,screen,0.1115,2818.7,2000,r6n10025,7.62,1.301,23241.8,92777.6,14957.1,234536.3,34247.4,526402.2
r6n10026,22.01,11.51,96.75,U=0.7 g=42%,screen,0.161,2135.1,2000,r6n10026,7.616,0.9051,21581.1,78493.7,18413.3,222308.7,33246.8,485569.9
r6n10027,55.28,40.59,15.37,U=0.3 g=20%,roller,0.1356,901.9,2060 Warm,r6n10027,7.331,1.029,43018.9,69598.8,15436.4,219053.3,33403.5,536328.4
r6n10028,64.52,52.31,47.61,U=0.6 g=23%,none,0.1062,1859.5,2060 Warm,r6n10028,7.41,1.732,47565.6,83836.4,13133.4,235030,35078.6,584290.2
r6n10029,92.28,31.75,39.39,U=0.3 g=20%,screen,0.1455,1949.1,2060 Warm,r6n10029,7.319,1.343,45413.1,71301.2,14067.1,220100.8,33449.4,570378.2
r6n10030,63.98,61.44,68.72,U=1.1 g=34%,screen,0.1284,436.7,2000,r6n10030,7.502,2.03,30412.3,92807.4,12299.6,234089,34164.9,593656
r6n10031,20.49,52.23,19.07,U=0.7 g=42%,none,0.177,2649.5,2000,r6n10031,7.486,1.063,23837.5,71397.4,15672.4,210054.1,31644.2,511938.8
r6n10032,5.529,21.52,84.67,U=0.3 g=20%,screen,0.1298,90.05,2000,r6n10032,7.546,1.102,22907.5,84399.7,18915,231226.9,34351.5,465639.2
r6n10033,72.65,48.66,12.97,U=0.6 g=23%,none,0.1419,2482.2,2060 Warm,r6n10033,7.314,1.345,45995,70418.6,14059.8,219356.8,33389.7,578434.8
r6n10034,99.58,89.38,62.05,U=1.1 g=34%,roller,0.1712,1533.2,2060 Warm,r6n10034,7.387,2.431,62169.4,83805.2,10199.4,238476.2,35697.6,672257.5
r6n10035,2.076,63.49,21.62,U=0.3 g=20%,roller,0.1966,38.68,2000,r6n10035,7.381,1.077,26453.7,68903.6,15953.4,209082.8,31677.7,496020
r6n10036,29.26,90.81,51.6,U=0.6 g=18%,none,0.1786,1499,2060 Warm,r6n10036,7.37,1.922,54134,77012.4,11617.4,227903.9,34370.7,616561.6
r6n10037,10.18,24.42,73.1,U=0.6 g=18%,none,0.1162,1387.6,2000,r6n10037,7.67,0.8998,21654.8,88776.1,18192.5,234517.7,34576.8,493867.7
r6n10038,11.14,35.91,81.24,U=0.3 g=20%,screen,0.1508,943.6,2060,r6n10038,7.467,1.123,30622.2,76000.2,16298.2,220927.7,33206.9,507078.1
r6n10039,48.36,31.67,1.191,U=0.7 g=42%,screen,0.1234,1368,2060,r6n10039,7.424,0.6718,29838.3,72391,18004.7,219120.2,33183.6,515713.8
r6n10040,41.62,78.72,50.58,U=1.1 g=34%,none,0.1615,2977.9,2060,r6n10040,7.433,1.91,40574.1,80067.7,12437,224916.6,33582.5,602372.7
r6n10041,30.35,90.54,61.39,U=0.6 g=23%,roller,0.1765,1977.8,2000,r6n10041,7.54,2.025,32904.3,88365.8,11566.3,228837.7,33594.5,603428.7
r6n10042,85.62,26.26,44.58,U=0.6 g=23%,roller,0.1186,2375.3,2000,r6n10042,7.544,1.288,24718.9,86705,14548.9,227265.9,33451.3,533934.6
r6n10043,85.56,10.55,4.593,U=0.6 g=18%,roller,0.1899,606.2,2060,r6n10043,7.229,0.599,30474,55730.3,18871,200698.8,31272.3,499264.1
r6n10044,37.94,67.31,91.82,U=0.6 g=23%,roller,0.1539,2993.6,2060,r6n10044,7.467,1.999,39214.5,84928.2,12438.2,230050.2,34097,593263
r6n10045,17.1,10.68,72.13,U=1.1 g=34%,screen,0.1349,1857,2060 Warm,r6n10045,7.445,0.7265,37131.8,70938.7,20902,226990.8,34712.1,490605.9
r6n10046,36.53,47.34,42.11,U=0.6 g=18%,roller,0.158,421.9,2060,r6n10046,7.369,1.285,33622.9,72012.3,15010.2,215535.6,32573.8,520445.2
r6n10047,12.11,14.88,96.92,U=0.3 g=20%,roller,0.1621,995,2060,r6n10047,7.471,0.8656,28339.3,71922.6,19117.4,219645.1,33316.5,481853.2
r6n10048,66.05,54.66,32.47,U=0.7 g=42%,none,0.1276,483.1,2060 Warm,r6n10048,7.33,1.622,48182.8,76728.1,13297,227019.9,34236,565256.5
r6n10049,49.76,21.41,87.7,U=0.3 g=20%,screen,0.1163,1130.5,2060,r6n10049,7.49,1.498,31064.6,84555.7,15698.2,230568.1,34220.7,520754.5
