Name,Glasanteil_Süd_[%],Glasanteil_WestOst_[%],Glasanteil_Nord_[%],Produktwahl_Verglasung,Produktwahl_Verschattung,Dämmstärke_[m],VolSpez_Wärmekap_[kJ/m3K],Klimaszenario,,Anteil_Unzufrieden_[%],Tageslichtfaktor_[%],Kühlenergie_[kWh/Jahr],Heizenergie_[kWh/Jahr],Energie_Kunstlicht_[kWh/Jahr],Primärenergie_Total_[kWh/Jahr],Betriebskosten_[EUR/Jahr],Investitionskosten_[EUR]
r3n10066,56.07,66.27,68.06,U=0.6 g=23% ,screen,0.1128,772.2,2060 Warm,r3n10066,7.365,4.373,67587.5,79096.6,8405.4,236076.5,35659.7,691433.7
r3n10067,39.18,9.672,16.08,U=1.1 g=34%,screen,0.1071,838.2,2000,r3n10067,7.643,1.66,22778.6,91410.1,14045,234282.3,34315.4,527755.3
r3n10068,83.58,40.83,84.01,U=0.7 g=42%,none,0.1758,1569.4,2060,r3n10068,7.512,6.067,118823.3,56646.2,6651.1,236148.1,37537.7,754334.3
r3n10069,85.48,7.093,97.13,U=1.1 g=34%,roller,0.1469,1104.8,2060,r3n10069,7.372,3.371,49764.5,89830.8,7788.5,237325.6,34991.2,606413.5
r3n10070,80.86,12.09,12.68,U=0.7 g=42%,none,0.1123,2218.8,2060,r3n10070,7.078,2.55,62662.2,53749.9,10209.3,205316.9,32263,600719.6
r3n10071,91.7,35.32,73.82,U=1.1 g=34%,roller,0.1567,497.7,2000,r3n10071,7.458,5.661,53119.4,103646.8,6053.8,253050.4,36656.3,679979.5
r3n10072,93.34,74.71,32.27,U=0.3 g=20%,none,0.1239,2470.1,2060,r3n10072,7.167,3.979,70987.2,51602.7,8960.4,205445.6,32464.4,707932.1
r3n10073,31.79,64.16,90.42,U=1.1 g=34%,screen,0.1892,2569.4,2060 Warm,r3n10073,7.493,6.563,64702.1,105216.1,6190,262280,38176.9,693378.6
r3n10074,90.14,86.71,67.8,U=1.1 g=34%,screen,0.1803,2132.8,2060,r3n10074,7.633,8.303,65461.9,126572.5,5336.8,287243.1,40868.1,789411.6
r3n10075,38.97,80.1,63.52,U=0.7 g=42%,roller,0.1828,1280.8,2060,r3n10075,7.683,7.059,126582.6,63490,6264.1,248472.7,39173.8,799636.1
r3n10076,28.18,86.06,88.94,U=0.6 g=23% ,none,0.163,1079.9,2000,r3n10076,7.515,4.463,54218.2,83230.8,7617.1,231572.4,34510.3,684054.1
r3n10077,42.52,60.8,72.68,U=0.3 g=20%,none,0.1831,2520.3,2060 Warm,r3n10077,7.157,3.55,68287.1,47845.1,9561.6,200379.9,31870.4,642560.3
r3n10078,87.95,78.87,38.12,U=0.7 g=42%,roller,0.1187,2204.9,2060 Warm,r3n10078,7.951,7.535,162551.3,65943.4,5859.5,272383.4,43247.4,870106.3
r3n10079,25.19,78.13,53.12,U=0.6 g=23% ,screen,0.1613,909.1,2060 Warm,r3n10079,7.33,3.913,65695.7,71277.2,8739,225985.9,34504.1,680820.9
r3n10080,65.32,98.31,43.31,U=0.6 g=18%,roller,0.1405,2516.3,2060,r3n10080,7.452,2.658,59807.2,85033.7,10198.6,241821.1,36194,738596.5
r3n10081,69.96,50.86,99.82,U=0.7 g=42%,roller,0.18,2994.9,2060 Warm,r3n10081,7.659,6.86,135186,61463.6,6199.1,251103.1,39812.8,768545.9
r3n10082,78.56,65.8,51.73,U=0.3 g=20%,none,0.1023,2839.1,2000,r3n10082,7.288,4.002,51154.3,60790.5,8864.2,204541.3,31539.6,629668.3
r3n10083,73.48,4.376,40.68,U=0.3 g=20%,screen,0.102,1844.1,2000,r3n10083,7.401,1.211,24873.3,68220.7,14380,207788.6,31502.8,511144.8
r3n10084,83.31,30.88,24.89,U=0.6 g=18%,screen,0.1243,428.9,2060,r3n10084,7.278,1.479,39848.2,71106.8,13803.7,219316,33325.1,585792
r3n10085,74.91,29.67,26.77,U=0.3 g=20%,none,0.1288,154,2060,r3n10085,7.053,2.272,44426.3,51212.1,12056.6,194607.9,30558,545501.8
r3n10086,88.71,44.42,99.37,U=0.3 g=20%,screen,0.1292,1170.8,2060,r3n10086,7.189,3.806,58454.7,54732.7,9279,202324.5,31646.1,637693.8
r3n10087,13.59,63.32,19.17,U=1.1 g=34%,screen,0.1569,204,2060,r3n10087,7.398,4.131,42369.5,90591.8,8044,234282.2,34383.6,595683.9
r3n10088,25.12,7.683,63.61,U=0.6 g=18%,none,0.163,887.5,2000,r3n10088,7.486,0.7069,22680.9,66516.2,19928.9,214386.3,32824.8,497013.9
r3n10089,2.227,95.41,4.54,U=0.6 g=18%,roller,0.1692,305.6,2060,r3n10089,7.378,1.532,48517.2,72747.7,12712,224559.4,34126.9,647924.5
r3n10090,68.63,92.01,72.86,U=0.3 g=20%,none,0.1942,310.8,2060,r3n10090,7.209,4.607,80447.4,49368.5,8228.5,207068.4,32940.4,751958
r3n10091,70.44,69.37,18.2,U=0.7 g=42%,none,0.1336,2707,2060,r3n10091,7.665,6.217,128923.6,59136.7,6728.8,245386.9,38983.5,798410.4
r3n10092,61.26,62.95,59,U=0.6 g=23% ,screen,0.1973,852.5,2060 Warm,r3n10092,7.293,3.999,67953.4,66694.3,8591.7,221470.5,34077.2,686496.3
r3n10093,16.84,55.48,88.82,U=0.6 g=23% ,screen,0.1761,801.3,2000,r3n10093,7.457,3.55,36644.6,76437.5,9388.2,215909.4,32273,605777.2
r3n10095,18.19,20.75,98.34,U=1.1 g=34%,none,0.1828,426,2000,r3n10095,7.481,3.524,35401.8,89058.8,8363.1,228745.5,33520.4,571893.3
r3n10096,79.97,4.744,96.25,U=0.6 g=18%,none,0.1608,1134.7,2060,r3n10096,7.297,1.055,35337.2,67506.3,14500.2,213465.2,32577.7,553384.3
r3n10097,26.34,5.756,67.51,U=0.7 g=42%,screen,0.1537,855.5,2060,r3n10097,7.313,1.972,37707.2,60957.1,11958.9,202308.7,31126.2,500062.4
r3n10098,43.33,40.24,40.06,U=0.6 g=18%,roller,0.1582,2123.1,2060,r3n10098,7.343,1.488,37818.5,67515,14222,214464.7,32755.7,589468.3
r3n10099,4.326,73.06,65.85,U=0.6 g=23% ,screen,0.1954,2395.3,2060,r3n10099,7.381,3.49,48785,69836,9571.2,215512.3,32750.3,628651.6
r3n10102,7.559,97.92,70.01,U=0.6 g=18%,none,0.1822,1101.3,2060,r3n10102,7.475,2.264,52973.2,82685.5,10985.3,236271.4,35396.2,684586.6
r3n10104,67.98,76.74,23.37,U=0.6 g=23% ,none,0.198,648.8,2060 Warm,r3n10104,7.296,3.893,79733,62766.7,8431.9,223443.8,34756.6,741758.4
r4n10001,16.43,34.12,0.1272,U=0.6 g=23% ,roller,0.1299,2006.5,2060 Warm,r4n10001,7.299,1.377,44010.9,61756.4,15319.4,213178.4,33004.2,555967.4
r4n10002,12.97,70.57,39.35,U=0.7 g=42%,roller,0.1098,1205.9,2060 Warm,r4n10002,7.567,5.489,106811.4,69679.9,7180.6,245887.3,38197,735097
r4n10003,5.207,75.06,8.561,U=0.6 g=23% ,none,0.187,2908.1,2000,r4n10003,7.438,2.385,39768.9,66571.9,10449,207639.5,31613.1,600806.7
r4n10004,78.62,51.04,47.86,U=0.7 g=42%,roller,0.1005,2654.1,2060 Warm,r4n10004,7.582,6.323,123990.9,66451.1,6680.2,251353.3,39443,759732.2
r4n10005,23.96,15.28,31.11,U=1.1 g=34%,screen,0.1098,1558.9,2000,r4n10005,7.669,2.041,22861.8,94768.4,12196,235106.7,34184.1,539770
r4n10006,45.85,39.18,49.58,U=0.7 g=42%,roller,0.1702,554.4,2060 Warm,r4n10006,7.287,4.58,95607.7,54148.5,7883.4,221454.4,35116.7,676945.3
r4n10007,28.47,16.41,20.35,U=0.3 g=20%,screen,0.1938,1056.5,2060,r4n10007,7.149,1.064,30680.8,43166.1,17578.9,186461.1,29769.3,501269.2
r4n10008,9.723,67.2,25.92,U=0.3 g=20%,none,0.1762,2872.9,2060,r4n10008,7.196,2.476,48389.2,49084.9,11591,193545.2,30544.7,598999.3
r4n10009,82.36,96.02,65.06,U=0.7 g=42%,screen,0.1919,1325.3,2000,r4n10009,7.624,8.519,99624.2,77620.9,4782.4,246852.9,37710.2,822384.2
r4n10010,53.07,14.99,22.98,U=1.1 g=34%,roller,0.1827,1124.1,2060,r4n10010,7.264,2.335,38568,65144.9,10749.3,205767.6,31397,555342.6
r4n10011,69.32,18.08,98.12,U=0.7 g=42%,none,0.1733,510.4,2060,r4n10011,7.233,4.207,85950.5,54529.5,7789.6,215887.3,34089.2,647485.1
r4n10012,27.05,51.96,52.87,U=0.7 g=42%,none,0.1406,1262.4,2060 Warm,r4n10012,7.505,5.117,103735,60681.7,7541.6,233700.9,36764.8,711783.8
r4n10013,7.501,22.89,72.54,U=0.6 g=23% ,roller,0.1251,1647.2,2000,r4n10013,7.542,1.938,24581,78820.4,13507.1,218998.5,32627.5,523699.6
r4n10014,11.99,13.7,55,U=1.1 g=34%,none,0.143,269.2,2000,r4n10014,7.463,2.144,26713.9,81551.9,11571.1,220133,32603.5,516007.5
r4n10015,13.78,54.67,21.39,U=0.7 g=42%,roller,0.1724,1819.2,2060,r4n10015,7.292,3.795,75584.8,55106.1,8860.5,212306.2,33400.7,636170.4
r4n10016,84.64,35.34,28.48,U=0.7 g=42%,none,0.1585,2155.3,2060,r4n10016,7.28,4.644,100827,50292.7,7892.7,219817.5,35144.3,698148.8
r4n10017,88.69,65.22,86.78,U=0.3 g=20%,screen,0.1753,1850.1,2000,r4n10017,7.224,4.33,57820.3,52799.5,8167.4,197524.2,30948.1,640894.9
r4n10018,89.21,47.61,84.85,U=0.7 g=42%,screen,0.1666,2072.5,2060,r4n10018,7.466,6.775,87945.3,68719.7,6345.6,231834.6,35762.9,704466
r4n10019,34.92,93.43,86.1,U=0.6 g=23% ,roller,0.1366,847.6,2060 Warm,r4n10019,7.45,4.795,81960.3,80236.3,7517.1,244495.6,37071,761747
r4n10020,27.56,68.81,21.2,U=0.3 g=20%,screen,0.1233,2689,2060,r4n10020,7.261,2.813,48314.8,57539.6,10966.6,202707.1,31481.2,613467.8
r4n10021,81.04,2.374,85.13,U=0.7 g=42%,none,0.1353,1603.8,2060 Warm,r4n10021,7.17,2.682,81792.2,54135.3,8506.4,214263.3,33831.4,607349.2
r4n10022,58.42,37.56,86.7,U=0.6 g=18%,screen,0.1365,538.1,2060,r4n10022,7.361,1.9,41531.6,77721.1,12715.6,226458.1,34053.2,589140.1
r4n10023,6.273,73.09,8.959,U=0.6 g=23% ,roller,0.1082,105.3,2060 Warm,r4n10023,7.307,2.473,59857.5,74645.7,10397.6,229583.5,34867.8,611637.3
r4n10024,42.55,3.161,32.45,U=1.1 g=34%,screen,0.1947,1471.1,2060 Warm,r4n10024,7.31,1.328,40209.6,61431.2,13356.8,206971.7,31920.8,522530
r4n10025,89.9,95.12,34.8,U=0.6 g=23% ,roller,0.115,2595.9,2060,r4n10025,7.45,4.803,77055.3,79211.7,7620.5,240414.3,36426.1,782793.4
r4n10026,8.328,87.22,55.4,U=0.3 g=20%,screen,0.1742,2047.8,2060 Warm,r4n10026,7.232,3.444,69149.4,51549.7,9358.9,205058.1,32399.6,666929.2
r4n10027,67.45,6.135,25.84,U=0.3 g=20%,roller,0.1165,2730.1,2060 Warm,r4n10027,7.199,1.123,42584,54775,15428.3,203992.1,31940.6,537034.2
r4n10028,89.26,5.704,41.42,U=0.6 g=18%,none,0.1119,1665,2000,r4n10028,7.46,0.8659,25226.3,78107.8,15281.3,221713.7,33172.4,543286.6
r4n10029,57.03,27.39,44.33,U=0.6 g=18%,screen,0.1005,511.1,2060 Warm,r4n10029,7.341,1.369,47192.7,77533.4,14264.1,232474.1,35145,565174.8
r4n10030,23.68,74.47,99.6,U=0.6 g=18%,screen,0.1768,421.9,2060,r4n10030,7.427,2.387,49266.8,82370.1,11242.6,234124,35038.4,644892.6
r4n10031,11.53,26.04,91.49,U=0.7 g=42%,screen,0.1284,203.3,2060 Warm,r4n10031,7.259,3.883,60455.8,68930.9,8851.5,220172.7,33659.3,540255.6
r4n10032,75.5,61.86,32.29,U=0.3 g=20%,none,0.1683,1894.4,2060,r4n10032,7.086,3.428,61275.4,46292.1,9837.6,194707.6,30984.7,658707.2
r4n10033,24.14,12.55,9.152,U=0.3 g=20%,roller,0.1995,1543.9,2060 Warm,r4n10033,7.09,0.7442,38456.6,39469.1,20002.9,191036.6,30895.1,502599.5
r4n10034,95.39,88.27,62.25,U=0.7 g=42%,none,0.1577,1242,2000,r4n10034,8.075,8.477,157111.3,68638.4,4844.4,270467.7,42680.9,873998.3
r4n10035,20.57,13.27,11.19,U=1.1 g=34%,none,0.1002,791.2,2060 Warm,r4n10035,7.405,1.43,42838,76931.2,13618.7,227956.3,34386.9,512949.3
r4n10036,69.5,50.56,70.44,U=0.7 g=42%,none,0.1671,1141.2,2060 Warm,r4n10036,7.659,6.34,133559.5,57430.5,6543.9,245824.4,39203.6,784000.3
r4n10037,1.29,14.25,76.68,U=0.3 g=20%,roller,0.1416,2762.9,2060 Warm,r4n10037,7.278,1.342,39688.3,55274.2,17159.3,205975.5,32254.3,497905.3
r4n10038,12.99,26.42,58.05,U=1.1 g=34%,none,0.1456,1743.2,2060 Warm,r4n10038,7.361,3.151,53720.1,77821,9498.4,228161.1,34349.5,576201.1
r4n10039,0.118,25.35,16.96,U=1.1 g=34%,screen,0.1877,687.3,2060 Warm,r4n10039,7.308,1.692,39485,60896.1,14320,207617.9,32080.7,507247.8
r4n10040,38.33,63.21,44.22,U=0.6 g=18%,screen,0.1175,490.7,2060,r4n10040,7.401,2.001,44305.2,81280,12645.8,232337.4,34809.4,614535.7
r4n10041,79.84,64.18,67.2,U=0.3 g=20%,none,0.1956,2864.9,2000,r4n10041,7.152,3.979,55669.6,48559.2,8656.2,191927.9,30299.2,632836.7
r4n10043,46.86,49.82,84.73,U=0.3 g=20%,none,0.1926,217.3,2000,r4n10043,7.176,3.33,44076.6,50484.6,9835.3,189453.4,29696.6,558438.3
r4n10044,10.5,40.56,47.67,U=1.1 g=34%,screen,0.1715,2469,2060 Warm,r4n10044,7.382,3.727,48083.6,81377.6,8688.9,227672.4,33966.5,593580.7
r4n10045,19.54,12.69,62.38,U=0.3 g=20%,roller,0.131,11.67,2000,r4n10045,7.33,1.328,24878.5,62061,15744.5,202724.5,31108.6,445296.1
r4n10047,80.76,72.06,7.424,U=0.6 g=18%,roller,0.1671,1021.7,2060 Warm,r4n10047,7.275,2.062,64618.7,68868.5,11147.7,226729,34837.3,709416.2
r4n10048,10.7,22.35,18.96,U=1.1 g=34%,none,0.169,2609.8,2060 Warm,r4n10048,7.276,1.813,46083.4,62055.8,12072.7,208940.6,32221.3,548092.3
r4n10049,1.913,10.08,75.52,U=0.3 g=20%,none,0.1644,2011.2,2060 Warm,r4n10049,7.24,1.107,38649.1,50237.6,17923.7,200571.8,31706,485831
r4n10050,6.903,26.97,84.59,U=0.7 g=42%,screen,0.1916,2961.8,2060 Warm,r4n10050,7.249,3.582,57939.1,58398.4,9179,206381.2,32067,568864.4
r4n10051,10.9,77.67,57.22,U=0.6 g=23% ,none,0.1729,210.5,2060,r4n10051,7.356,3.68,57142.1,70839,9333,221319,33705.7,648182.4
r4n10052,3.272,50.92,9.781,U=0.6 g=23% ,screen,0.1697,2995.5,2060,r4n10052,7.323,1.746,36119.7,60714.6,13551.2,203926.9,31435.8,573200.5
r4n10054,20.98,94.35,56.04,U=0.7 g=42%,none,0.1542,2127.8,2000,r4n10054,7.815,6.96,119164.3,70050.4,5554.9,250705.1,39028.1,762281.1
r4n10055,88.69,54.22,36.03,U=0.6 g=23% ,screen,0.1383,1980.3,2060 Warm,r4n10055,7.303,3.777,67002,69570.1,8806,224805.3,34434.9,685289.2
r4n10056,12.73,90.47,18.5,U=0.7 g=42%,none,0.1064,396.7,2000,r4n10056,7.694,5.391,100915.9,75074.1,6314.9,247270.3,37996.3,745880.5
r4n10057,0.1376,83.29,40.33,U=1.1 g=34%,screen,0.1306,413.7,2000,r4n10057,7.59,5.6,38047.7,115558.2,6248.4,258919.2,36716.4,679083.3
r4n10058,75.21,71.57,45.26,U=0.7 g=42%,none,0.1547,1665.7,2060 Warm,r4n10058,7.939,7.118,157248.8,59747.4,6120.3,262099.8,41922.5,858364.8
r5n10001,49.25,65.25,88.36,U=0.6 g=23% ,roller,0.188,195.5,2060,r5n10001,7.325,4.274,60698.9,71864.7,8602.8,223394.9,33992.1,663543.2
r5n10002,75.82,3.381,16.95,U=0.6 g=23% ,roller,0.1262,370.7,2000,r5n10002,7.307,1.008,25582.4,65604.9,14900.8,205957.8,31392.7,505135
r5n10003,49.5,34.13,59.52,U=1.1 g=34%,none,0.1983,1742.8,2060 Warm,r5n10003,7.336,4.333,72195.5,76005.8,7601,233613.2,35475.6,659106.2
r5n10004,70.72,35.59,63.06,U=1.1 g=34%,roller,0.1386,1008.4,2000,r5n10004,7.499,5.09,45990.5,101099.2,6654.1,246742.2,35739.5,657565
r5n10005,50.61,43.51,30.26,U=0.6 g=18%,roller,0.1757,246.7,2060,r5n10005,7.248,1.522,40349.6,64170.6,13903.6,211320.5,32471.1,571850.8
r5n10006,82.82,55.63,6.381,U=0.3 g=20%,roller,0.1184,2335.2,2060,r5n10006,7.137,2.999,54280.5,52774.6,10493.2,199609.8,31323.2,638304.1
r5n10007,47.18,97.61,33.49,U=0.6 g=23% ,screen,0.1709,2789.1,2060,r5n10007,7.421,4.273,64656.5,74404,8189.3,228123.5,34626.8,725095.9
r5n10008,46.3,75.32,0.1077,U=0.6 g=23% ,screen,0.1707,851.1,2060,r5n10008,7.309,3.209,53102.1,64995.7,9698,212409.4,32597.5,662631.3
r5n10009,33.87,93.83,53.7,U=0.6 g=23% ,screen,0.1705,2226.5,2060,r5n10009,7.428,4.376,61830.1,75860.2,8266.4,228354.1,34546.8,705393.7
r5n10010,11.6,60.55,99.07,U=0.7 g=42%,screen,0.1954,281,2000,r5n10010,7.396,5.969,61947.8,71440.3,6293.3,219420.9,33316.1,636596.4
r5n10011,7.442,5.92,43.02,U=0.6 g=18%,screen,0.1059,1835.1,2060,r5n10011,7.509,0.4356,28787.5,74954.3,28974,244689.2,37544.6,487128.7
r5n10012,93.01,51.25,66.94,U=0.3 g=20%,none,0.1412,2677,2060 Warm,r5n10012,7.145,3.734,74349,49109.1,9050,204636.5,32527,671521.7
r5n10013,48.65,4.2,5.862,U=0.6 g=18%,screen,0.1159,1032.5,2060 Warm,r5n10013,7.334,0.3896,39902.4,63493,23618,227771.8,35470.4,509280.2
r5n10014,73.16,18.02,42.26,U=0.6 g=18%,roller,0.196,379,2060 Warm,r5n10014,7.141,1.12,46904.2,55744.7,14536.8,206162.8,32248.6,553268.2
r5n10015,53.94,60.84,92.62,U=0.6 g=18%,roller,0.1005,1179.8,2000,r5n10015,7.543,2.513,36647.6,97725.1,11062,244944,35698.3,659269.2
r5n10016,12.28,61.49,13.73,U=0.6 g=18%,roller,0.1845,276.7,2000,r5n10016,7.391,1.324,30331.7,68475.5,14199.9,211052.3,32065.5,583319.4
r5n10017,11.68,50.72,33.69,U=0.7 g=42%,none,0.105,1100,2000,r5n10017,7.494,4.102,60562.9,73952.2,8380.2,225404.9,34178.2,592024.1
r5n10018,66.25,23.4,96.99,U=0.7 g=42%,screen,0.169,1928.9,2060,r5n10018,7.369,4.621,66654.7,64840.2,7586.4,216552.7,33351.6,619900.4
r5n10019,29.27,71.97,61.13,U=1.1 g=34%,roller,0.1322,2317.1,2060 Warm,r5n10019,7.532,6.553,79536.6,103129.9,6330.1,268884.6,39531.7,725422.9
r5n10020,54.82,77.74,3.171,U=0.6 g=18%,screen,0.1016,1739.8,2000,r5n10020,7.518,1.983,37039,89592.4,11862.8,236682.4,34895.9,675907.7
r5n10021,73.65,30.9,97.44,U=0.3 g=20%,roller,0.1181,69.66,2000,r5n10021,7.207,3.078,41389.5,60634.4,9966.5,200487.9,30827.1,539732.3
r5n10022,60.67,19.05,56.47,U=0.7 g=42%,screen,0.165,848,2000,r5n10022,7.378,3.468,44136.7,63995.3,8537,203670.1,31117,560648.1
r5n10023,32.19,16.85,18.26,U=1.1 g=34%,screen,0.1833,1215.1,2000,r5n10023,7.496,1.963,23551.8,72682.7,12203.6,208534,31265.5,529230.8
r5n10024,84.81,41.85,22.81,U=0.6 g=23% ,roller,0.1423,2143.9,2060,r5n10024,7.237,3.056,50490,63859.3,10129.7,210230.8,32302.3,635060.1
r5n10025,47.14,43.65,87.58,U=0.6 g=23% ,none,0.1261,2837.9,2000,r5n10025,7.473,3.566,38296.2,80533.9,9275,221698.6,32968.4,600739.5
r5n10026,62.87,46.14,78.24,U=0.3 g=20%,roller,0.1763,2781.8,2060 Warm,r5n10026,7.117,3.33,65138.1,47266.1,9728.6,198080.3,31507.2,622670.1
r5n10027,91.03,20.38,88.24,U=0.6 g=23% ,roller,0.1188,1318.5,2060,r5n10027,7.289,2.846,46996.2,72390.1,9872.8,218097.5,33000.7,601803.7
r5n10028,11.09,91.08,28.88,U=0.6 g=23% ,roller,0.141,1018.8,2000,r5n10028,7.494,3.483,47040.5,79442.7,8754.9,224680.3,33592.3,662191.8
r5n10029,76.22,93.14,81.29,U=0.7 g=42%,none,0.1667,1067.6,2060 Warm,r5n10029,8.458,8.709,190265.2,68259.3,5313.9,290863.7,46360.7,954461.2
r5n10030,69.78,96.96,16.48,U=0.6 g=18%,roller,0.1279,430.6,2060,r5n10030,7.409,2.446,59207.8,83246.2,10561.8,239936.1,36005.1,737185.2
r5n10031,73.9,96.81,55.79,U=0.6 g=18%,none,0.1009,1.378,2060 Warm,r5n10031,7.437,2.881,76674.8,91175.3,9558.2,258366.2,38643.4,738612.2
r5n10032,12.86,67.3,55.85,U=0.3 g=20%,none,0.1697,367,2060 Warm,r5n10032,7.15,3.107,63207,49715.9,10271.3,200888.2,31806.1,624646.2
r5n10033,4.415,85.98,71.93,U=0.7 g=42%,roller,0.1239,2041.2,2000,r5n10033,7.672,6.56,97179.2,77157,5845.4,246735.9,37727.6,708772.7
r5n10034,83.5,44.42,21.24,U=0.3 g=20%,screen,0.1627,562.5,2060 Warm,r5n10034,7.076,2.822,62291.7,45965.3,10395,195981.3,31239.9,627622.1
r5n10035,26.5,76.82,84.18,U=0.3 g=20%,roller,0.1484,869.4,2000,r5n10035,7.324,3.88,50253.9,58213.7,8910.4,200942.9,31109.7,607661.5
r5n10036,68.64,55.46,3.688,U=0.7 g=42%,screen,0.1912,2527.9,2060,r5n10036,7.271,4.895,70196,56592.8,7691.5,208786.9,32647.6,670947
r5n10037,90.18,91.22,51.79,U=0.6 g=23% ,none,0.1519,2363.7,2060,r5n10037,7.437,4.977,79866.8,75213.1,7532.9,237058.9,36158,784066.7
r5n10038,13.33,92.85,60.82,U=0.6 g=23% ,screen,0.1085,1658.4,2060 Warm,r5n10038,7.422,4.169,68937.3,82947.8,8206.3,241236.6,36262.5,709838.5
r5n10039,83.4,43,67.65,U=0.3 g=20%,none,0.1667,2310.2,2060,r5n10039,7.063,3.275,56396.6,46797.2,9969.4,192629.4,30571.1,622225.3
r5n10040,36.31,85.9,24.7,U=0.3 g=20%,none,0.1489,641.7,2060,r5n10040,7.196,3.599,63235.4,51283.5,9696.8,201725.5,31825.5,679640.1
r5n10041,21.46,94.48,55.99,U=0.6 g=18%,screen,0.1947,1541.6,2060,r5n10041,7.444,2.282,53278.9,79127.1,11090.9,232300.3,34981.4,688339
r5n10042,23.42,29.88,23.16,U=0.7 g=42%,none,0.1686,627.5,2060 Warm,r5n10042,7.154,2.897,69297.6,49348.9,10238.2,204034.8,32399.4,592946.7
r5n10043,70.49,28.91,37.85,U=0.3 g=20%,roller,0.1556,23.53,2060,r5n10043,7.019,2.294,45193.5,47201.4,12001.9,190066.7,30078.9,528002
r5n10044,56.2,79.95,30.42,U=0.6 g=18%,roller,0.1375,1567.9,2000,r5n10044,7.49,2.247,40368.6,84989.5,11183.9,231826.9,34409.9,682444.6
r5n10045,77.21,51.34,5.504,U=0.6 g=23% ,roller,0.1744,770.8,2060,r5n10045,7.192,2.982,53270.6,58746.6,10146.7,205679.5,31912.9,644707.5
r5n10046,77.79,93.45,93.54,U=1.1 g=34%,screen,0.1176,1667.6,2060 Warm,r5n10046,7.659,9.069,82101.3,135681.3,5057.1,307914.9,43809.3,820005.9
r5n10047,87.69,54.37,91.89,U=0.3 g=20%,roller,0.1011,577.7,2000,r5n10047,7.26,4.212,52059.9,62007.5,8537,205994.5,31697.9,618029.3
r5n10048,15.25,75.79,84.48,U=0.6 g=18%,roller,0.1663,1355.1,2060,r5n10048,7.452,2.197,47472.2,81036.6,11716.6,232275,34818.5,639189
r5n10049,31.2,41.31,13.83,U=1.1 g=34%,screen,0.1966,1016.5,2000,r5n10049,7.496,3.336,28656.3,82122.3,8794.5,217001.8,31995.9,589530.1
r5n10050,37.71,28.85,38.35,U=0.6 g=18%,screen,0.1174,372.3,2000,r5n10050,7.472,1.206,25726.2,80243.3,15173.1,224426.9,33480.3,550241.9
r5n10051,68.93,54.02,92.56,U=0.6 g=18%,roller,0.1585,1558.3,2060 Warm,r5n10051,7.329,2.405,60503.8,76916.3,10845.2,233549.4,35388.7,666231.1
r5n10052,44.55,44.35,79.02,U=1.1 g=34%,roller,0.174,1020.2,2000,r5n10052,7.536,5.471,46564.3,101130.9,6474.8,246799.1,35747,661085.5
r5n10053,40.46,78.54,87.08,U=1.1 g=34%,roller,0.1816,437.4,2060,r5n10053,7.591,7.363,76465,111851.3,5846.3,276761.6,40216.2,741115.5
r5n10054,91.45,38.98,99.92,U=0.6 g=23% ,screen,0.1187,976.8,2060,r5n10054,7.385,3.922,54341,79348.5,8744.6,228977.3,34368.7,644993
r5n10055,12.11,19.81,38.76,U=0.3 g=20%,roller,0.1919,1306.1,2060,r5n10055,7.198,1.218,30930.6,45038.9,17426.2,188622.8,30000.5,498229.7
r5n10056,83.01,94.88,64.46,U=0.7 g=42%,roller,0.143,2243.7,2000,r5n10056,7.941,8.694,148847.9,72568.9,4805.9,270252.9,42315.7,835097.2
r5n10057,97.33,84.98,66.66,U=0.6 g=23% ,screen,0.1143,2074.1,2060 Warm,r5n10057,7.471,5.246,84910.9,82278.9,7187.2,248162.7,37557.3,784752.4
r5n10058,46.84,99.55,13.3,U=0.6 g=18%,none,0.1718,1205.5,2060 Warm,r5n10058,7.362,2.29,69185.6,74709.4,10534.3,235505.3,35922,745547.1
r5n10059,2.011,53.77,58.38,U=0.7 g=42%,roller,0.1028,465.3,2000,r5n10059,7.489,4.944,60830.1,79722.7,7790.3,231567.4,34800.9,593625.7
r5n10060,57.02,75.42,69.71,U=0.6 g=23% ,roller,0.1507,2838.3,2060,r5n10060,7.395,4.608,63944.6,74880.1,8344.8,228559.3,34665.3,696286.9
r5n10061,56.4,42.04,10.12,U=0.6 g=23% ,none,0.1967,557.5,2000,r5n10061,7.254,2.437,36264.7,57442.4,11082.1,195512.3,30202.3,570162.1
r5n10062,49.63,64.02,48.08,U=0.6 g=18%,screen,0.1814,1406.8,2060 Warm,r5n10062,7.293,2.099,58592.4,69783.2,11619.2,225076.9,34465.7,660835.9
r5n10063,49.3,5.064,84.02,U=0.7 g=42%,roller,0.1574,658.5,2060,r5n10063,7.127,2.507,54360.4,55153.5,9847.2,201401.3,31446,541784.4
r5n10064,19.64,90.66,17.68,U=0.6 g=23% ,none,0.1958,1638.9,2060,r5n10064,7.371,3.288,62192.9,65683.9,9210.4,217825.5,33509.2,695829.1
r5n10065,8.438,52.18,50.24,U=0.6 g=23% ,none,0.1861,2434.8,2060,r5n10065,7.34,2.734,43816.7,63190.1,11228.1,207387.9,31849.1,587643.3
